Name,Administration,Pop2010,Pop2019,Region,city,city2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Ucaly,BAS,37788,37710,Volga,Uchaly,XYZ123,Uraly,Uvaly,Udaly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konakovo,TVE,41291,37545,Central,XYZ123,XYZ123,Konokovo,Monakovo,Konanovo,Konkovo,Kondakovo,Kunakovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alapajevsk,SVE,38192,37219,Ural,Alapayevsk,XYZ123,Alapaevsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Partizansk,PRI,38659,36992,Far East,XYZ123,XYZ123,Partizansky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rez,SVE,38215,36843,Ural,Rezh,XYZ123,Kez,Rel,Reza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tosno,LEN,39101,36791,North West,XYZ123,XYZ123,Sosno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frolovo,VGG,39449,36513,Southern,XYZ123,XYZ123,Frolov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kystym,CEL,38942,36414,Ural,Kyshtym,XYZ123,Kestym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kinel,SAM,34491,35715,Volga,XYZ123,XYZ123,Kipel,Kiner,Khinel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesozavodsk,PRI,37034,35310,Far East,XYZ123,XYZ123,Lesozavodsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millerovo,ROS,36499,35208,Southern,XYZ123,XYZ123,Millerov,Millerova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novokubansk,KND,34880,35173,Southern,XYZ123,XYZ123,Novokubansky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamenka,PEN,39577,35154,Volga,XYZ123,XYZ123,Kamenki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luga,LEN,38593,35000,North West,XYZ123,XYZ123,Luza,Luna,Lyuga,Lunga,Lug,Puga,Luda,Luka,Lugan,Tuga,Liga,Ruga,Loga,Lauga,Lugi,NA,NA
Blagovescensk,BAS,34239,34967,Volga,Blagoveshchensk,XYZ123,Blagoveschensk,Blagoveschensk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aznakajevo,TAT,34853,34587,Volga,Aznakayevo,XYZ123,Aznakaevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gaj,ORB,38301,34205,Volga,Gay,XYZ123,Gai,Gam,Gar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korkino,CEL,38597,34166,Ural,XYZ123,XYZ123,Kurkino,Kokino,Norkino,Zorkino,Kotkino,Kormino,Konkino,Korsino,Korino,Gorkino,Kornino,Korokino,Korbino,Korzino,Karkino,Iorkino,Koskino
Bogorodsk,NNO,35499,33931,Volga,XYZ123,XYZ123,Bogorodsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korsakov,SCL,33526,33645,Far East,XYZ123,XYZ123,Korsakovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istra,MOS,35111,33535,Central,XYZ123,XYZ123,Iskra,Ista,Ishtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furmanov,IVA,36144,33364,Central,XYZ123,XYZ123,Furmanovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavda,SVE,35421,32932,Ural,XYZ123,XYZ123,Pavda,Tanda,Talda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tynda,AMU,36275,32920,Far East,XYZ123,XYZ123,Tygda,Tanda,Tunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Satura,MOS,32885,32384,Central,Shatura,XYZ123,Satra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slobodskoj,KIR,33981,32382,Volga,Slobodskoy,XYZ123,Slobodskoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nurlat,TAT,32601,32345,Volga,XYZ123,XYZ123,Nurlaty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulebaki,NNO,35759,32076,Volga,XYZ123,XYZ123,Kulbaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tejkovo,IVA,34976,32033,Central,Teykovo,XYZ123,Tenkovo,Terkovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kudrovo,LEN,NA,31577,North West,XYZ123,XYZ123,Kurovo,Kedrovo,Dudrovo,Mudrovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marks,SAR,31531,31184,Volga,XYZ123,XYZ123,Mars,Marki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zima,IRK,32508,30818,Siberia,XYZ123,XYZ123,Bima,Sima,Zama,Zimy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rostov,JAR,31792,30700,Central,XYZ123,XYZ123,Rostovo,Rostok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomilino,MOS,30605,30482,Central,XYZ123,XYZ123,Tomilkino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirov,KLG,31882,30334,Central,XYZ123,XYZ123,Kirovo,Kirova,Kirovo,Kirova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kochma,IVA,29411,30220,Central,Kokhma,XYZ123,Kichma,Kochka,Kuchma,Kochema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dedovsk,MOS,29108,30061,Central,XYZ123,XYZ123,Dedovsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ob,NSB,25382,29739,Siberia,XYZ123,XYZ123,Yb,Oy,Ol,Obo,Om,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasimov,RAZ,33491,29700,Central,XYZ123,XYZ123,Kasimovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dagestanskije Ogni,DAG,27923,29555,Northern Caucasus,Dagestanskiye Ogni,XYZ123,Dagestanskie Ogni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotovsk,TAM,31850,29377,Central,XYZ123,XYZ123,Kotovsky,Korovsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asa,CEL,31881,29274,Ural,Asha,XYZ123,Aya,Aspa,Aga,Aba,Isa,Ala,Usa,Asan,Atsa,Asy,NA,NA,NA,NA,NA,NA,NA
Markova,IRK,9894,29141,Siberia,XYZ123,XYZ123,Markovo,Yarkova,Markovka,Mankova,Malkova,Karkova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gagarin,SMO,31721,28797,Central,XYZ123,XYZ123,Gagarino,Gagarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrovsk,SAR,31160,28490,Volga,XYZ123,XYZ123,Petrovsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kartaly,CEL,29131,28442,Ural,XYZ123,XYZ123,Karmaly,Kargaly,Kartalay,Kartali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gusev,KLN,28260,28307,North West,XYZ123,Gumbinnen,Gusevo,Guseva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tara,OMS,27318,27975,Siberia,XYZ123,XYZ123,Tura,Sara,Nara,Tarma,Tarat,Tarza,Kara,Taraz,Taray,Tira,Tary,Mara,Targa,NA,NA,NA,NA
Novotitarovskaja,KND,24754,27760,Southern,XYZ123,XYZ123,Novotitarovskaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topki,KEM,28641,27639,Siberia,XYZ123,XYZ123,Toki,Kopki,Popki,Topka,Sopki,Tupki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kusva,SVE,30167,27624,Ural,Kushva,XYZ123,Yusva,Kuva,Kusha,Kuzva,Kisva,Kosva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Znamensk,AST,29401,27071,Southern,XYZ123,Kasputin Jar-1,Znamensky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirovsk,LEN,25650,26683,North West,XYZ123,Leningrad oblast,Kirovsky,Korovsk,Kirovsky,Korovsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karasuk,NSB,28586,26673,Siberia,XYZ123,XYZ123,Karasul,Karasu,Karasur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vlasicha,MOS,26359,26417,Central,XYZ123,XYZ123,Vlasikha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirzac,VLA,29965,26331,Central,Kirzhach,XYZ123,Kirza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirejevsk,TUL,25557,26217,Central,Kireyevsk,XYZ123,Kireevsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirovsk,MUR,28625,26206,North West,XYZ123,Murmansk oblast,Kirovsky,Korovsk,Kirovsky,Korovsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novopavlovsk,STA,26562,26106,Northern Caucasus,XYZ123,XYZ123,Novopavlovsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polysajevo,KEM,27624,26012,Siberia,Polysayevo,XYZ123,Polysaevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skopin,RAZ,30376,26005,Central,XYZ123,XYZ123,Skopino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balabanovo,KLG,26337,25775,Central,XYZ123,XYZ123,Balobanovo,Barabanovo,Balabanov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimovsk,TUL,28485,25727,Central,XYZ123,XYZ123,Klimovsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otradnoje,LEN,23866,25623,North West,Otradnoye,XYZ123,Otradnoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mostovskoj,KND,25075,25014,Southern,Mostovskoy,XYZ123,Mostovskoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozery,MOS,25800,25012,Central,Ozyory,XYZ123,Ozerny,Ozero,Ozera,Ozerye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mednogorsk,ORB,27292,24896,Volga,XYZ123,XYZ123,Mednogorsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inta,KOM,32080,24878,North West,XYZ123,XYZ123,Irta,Inya,Ina,Ista,Inga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morozovsk,ROS,27642,24822,Southern,XYZ123,XYZ123,Morozovsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavlovsk,VRN,25126,24542,Central,XYZ123,XYZ123,Pavlovsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sasovo,RAZ,28118,24523,Central,XYZ123,XYZ123,Sazovo,Basovo,Salovo,Spasovo,Sakovo,Sadovo,Susovo,Samovo,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kraskovo,MOS,21250,24366,Central,XYZ123,XYZ123,Krasnovo,Kaskovo,Krasikovo,Kravkovo,Krakovo,Krashovo,Uraskovo,Karaskovo,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semenov,NNO,24473,24180,Volga,Semyonov,XYZ123,Semenovo,Semeno,Semenova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asino,TOM,25618,24141,Siberia,XYZ123,XYZ123,Askino,Esino,Azino,Arino,Anino,Adino,Alino,Osino,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodniki,IVA,26310,24061,Central,XYZ123,XYZ123,Rodnik,Rudniki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarja,KOS,23681,23807,Central,Sharya,XYZ123,Sara,Sarpa,Sarga,Sarva,Sarka,Sarma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipatovo,STA,26053,23579,Northern Caucasus,XYZ123,XYZ123,Ilatovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buj,KOS,25763,23578,Central,Buy,XYZ123,Bub,Bur,Buk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uvarovo,TAM,26830,23578,Central,XYZ123,XYZ123,Utarovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tatarsk,NSB,24217,23523,Siberia,XYZ123,XYZ123,Tatarsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lensk,SCA,24966,23237,Far East,XYZ123,XYZ123,Lensky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajga,KEM,25331,23168,Siberia,Tayga,XYZ123,Tanga,Tamga,Targa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fokino,PRI,23696,23058,Far East,XYZ123,Skotovo-17,Kokino,Mokino,Bokino,Fomkino,Fomino,Fokina,Fokin,Foykino,Rokino,Fonino,Forino,NA,NA,NA,NA,NA,NA
Gorodisce,VGG,21381,23054,Southern,Gorodishche,XYZ123,Gorodische,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lermontov,STA,22541,22601,Northern Caucasus,XYZ123,XYZ123,Lermontovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kommunar,LEN,20211,22522,North West,XYZ123,XYZ123,Kommunary,Kommuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikolskoje,LEN,19280,22490,North West,Nikolskoye,XYZ123,Nikolskoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velsk,ARC,23885,22311,North West,Velsk,XYZ123,Belsk,Vels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mendelejevsk,TAT,22075,22305,Volga,Mendeleyevsk,XYZ123,Mendeleevsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bavly,TAT,22109,22145,Volga,XYZ123,XYZ123,Baly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omutninsk,KIR,23615,21844,Volga,XYZ123,XYZ123,Omutninsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotovo,VGG,24115,21780,Southern,XYZ123,XYZ123,Ketovo,Botovo,Kitovo,Kolovo,Krotovo,Rotovo,Kostovo,Kotov,Kosovo,Kotlovo,Koltovo,Motovo,Kortovo,Sotovo,Kokovo,Komovo,NA
Verescagino,PER,22156,21648,Volga,Vereshchagino,XYZ123,Vereschagino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chotkovo,MOS,21505,21236,Central,Khotkovo,XYZ123,Chutkovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyskovo,NNO,21880,21176,Volga,XYZ123,XYZ123,Leskovo,Liskovo,Lykovo,Laskovo,Lysovo,Lysnovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dudinka,KNJ,22175,20952,Siberia,XYZ123,XYZ123,Yudinka,Rudinka,Duginka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osa,PER,21188,20899,Volga,XYZ123,XYZ123,Ola,Oma,Ora,Isa,Oka,Osha,Usa,Osh,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berezovka,KNJ,20887,20847,Siberia,Beryozovka,XYZ123,Derezovka,Berezova,Berezovki,Beregovka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puscino,MOS,20332,20797,Central,Pushchino,XYZ123,Puschino,Pushino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bologoje,TVE,23494,20739,Central,Bologoye,XYZ123,Bologoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monino,MOS,22821,20632,Central,XYZ123,XYZ123,Manino,Ponino,Morino,Minino,Mokino,Munino,Mosino,Sonino,Donino,Konino,Molino,Ronino,Fonino,Monkino,Gonino,Ionino,NA
Kaltan,KEM,21892,20610,Siberia,XYZ123,XYZ123,Kaltay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kurovskoje,MOS,21819,20605,Central,Kurovskoye,XYZ123,Kurovskoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arsk,TAT,18114,20523,Volga,XYZ123,XYZ123,Ursk,Aryk,Arik,Arak,Arāk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrov,PSK,21668,20482,North West,XYZ123,XYZ123,Ostrova,Ostrog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocha,SCL,23008,20391,Far East,Okha,XYZ123,Acha,Osha,Icha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bobrov,VRN,19738,20238,Central,XYZ123,XYZ123,Bobrovo,Bobov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotelnikovo,VGG,20428,20195,Southern,Kotelnikovo,XYZ123,Kotelnikov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Razumnoje,BEL,16600,20172,Central,Razumnoye,XYZ123,Razumnoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rybnoje,RAZ,18380,20125,Central,Rybnoye,XYZ123,Rybnoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kubinka,MOS,22964,20104,Central,XYZ123,XYZ123,Kubina,Kubanka,Lubinka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uva,UDM,19984,20090,Volga,XYZ123,XYZ123,Uvat,Usva,Iva,Ula,Ura,Uba,Uval,Uza,Uga,Usa,Uda,Una,Ulva,Uya,NA,NA,NA
Nikolsk,PEN,22471,20045,Volga,Nikolsk,XYZ123,Nikolsky,Nikolsko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Igra,UDM,20737,20040,Volga,XYZ123,XYZ123,Ugra,Ira,Ikra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergac,NNO,21386,19997,Volga,Sergach,XYZ123,Serga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pikalevo,LEN,21562,19981,North West,Pikalyovo,XYZ123,Pikalovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldan,SCA,21275,19958,Far East,XYZ123,XYZ123,Alan,Altan,Alman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bogotol,KNJ,21051,19819,Siberia,XYZ123,XYZ123,Bogopol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usman,LIP,18685,19653,Central,XYZ123,XYZ123,Urman,Usmyn,Osman,Uman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terek,KBA,19170,19494,Northern Caucasus,XYZ123,XYZ123,Tereki,Tersk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bakal,CEL,20940,19009,Ural,XYZ123,XYZ123,Bakaly,Baykal,Bakay,Baka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kovylkino,MOR,21307,18978,Volga,XYZ123,XYZ123,Kovykino,Kobylkino,Kovylkin,Kovylino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dankov,LIP,21064,18830,Central,XYZ123,XYZ123,Dankovo,Pankov,Sankov,Dankova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onega,ARC,21359,18830,North West,XYZ123,XYZ123,Inega,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proletarsk,ROS,20267,18781,Southern,XYZ123,XYZ123,Proletarsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdulino,ORB,20173,18768,Volga,XYZ123,XYZ123,Abdullino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zverevo,ROS,22411,18561,Southern,XYZ123,XYZ123,Tverevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lgov,KRS,21453,18435,Central,Lgov,XYZ123,Lvov,Lgovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalac,VRN,20046,18429,Central,Kalach,XYZ123,Kala,Kalak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikolajevsk-na-Amure,CBR,22752,18159,Far East,Nikolayevsk-on-Amur,XYZ123,Nikolaevsk-na-Amure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linevo,NSB,20707,18051,Siberia,Linyovo,XYZ123,Lunevo,Linovo,Sinevo,Lilevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inza,ULJ,18803,17442,Volga,XYZ123,XYZ123,Inya,Ina,Inga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sobinka,VLA,19482,17375,Central,XYZ123,XYZ123,Sabinka,Sofinka,Sominka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suvorov,TUL,18973,17360,Central,XYZ123,XYZ123,Suvorovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kusa,CEL,18792,16913,Ural,XYZ123,XYZ123,Kosa,Kuba,Kuva,Kusak,Kusha,Nusa,Kuda,Kuka,Kuma,Kumsa,Kuya,Kuta,Kufa,Kust,NA,NA,NA
Kizel,PER,19587,14162,Volga,XYZ123,XYZ123,Gizel,Kipel,Kuzel,Kizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
